Grupo de edad,Sexo,fecha,numero
50  59 años,M,2021-11-08,18724.0
60  69 años,M,2021-11-08,18294.0
70  79 años,M,2021-11-08,13551.0
80 y más años,M,2021-11-08,8298.0
00  5 años,F,2021-11-08,784.0
5  17 años,F,2021-11-08,1216.0
18  49 años,F,2021-11-08,23089.0
50  59 años,F,2021-11-08,12181.0
60  69 años,F,2021-11-08,12832.0
70  79 años,F,2021-11-08,10760.0
80 y más años,F,2021-11-08,9061.0
00  15 años,M,2021-11-12,
15  29 años,M,2021-11-12,
30  44 años,M,2021-11-12,
45  59 años,M,2021-11-12,
60  79 años,M,2021-11-12,
80 y más años,M,2021-11-12,
00  15 años,F,2021-11-12,
15  29 años,F,2021-11-12,
30  44 años,F,2021-11-12,
45  59 años,F,2021-11-12,
60  79 años,F,2021-11-12,
80 y más años,F,2021-11-12,
00  5 años,M,2021-11-12,925.0
5  17 años,M,2021-11-12,1136.0
18  49 años,M,2021-11-12,27637.0
50  59 años,M,2021-11-12,18778.0
60  69 años,M,2021-11-12,18350.0
70  79 años,M,2021-11-12,13604.0
80 y más años,M,2021-11-12,8345.0
00  5 años,F,2021-11-12,791.0
5  17 años,F,2021-11-12,1223.0
18  49 años,F,2021-11-12,23166.0
50  59 años,F,2021-11-12,12214.0
60  69 años,F,2021-11-12,12864.0
70  79 años,F,2021-11-12,10801.0
80 y más años,F,2021-11-12,9107.0
00  15 años,M,2021-11-15,
15  29 años,M,2021-11-15,
30  44 años,M,2021-11-15,
45  59 años,M,2021-11-15,
60  79 años,M,2021-11-15,
80 y más años,M,2021-11-15,
00  15 años,F,2021-11-15,
15  29 años,F,2021-11-15,
30  44 años,F,2021-11-15,
45  59 años,F,2021-11-15,
60  79 años,F,2021-11-15,
80 y más años,F,2021-11-15,
00  5 años,M,2021-11-15,929.0
5  17 años,M,2021-11-15,1142.0
18  49 años,M,2021-11-15,27682.0
50  59 años,M,2021-11-15,18823.0
60  69 años,M,2021-11-15,18383.0
70  79 años,M,2021-11-15,13632.0
80 y más años,M,2021-11-15,8368.0
00  5 años,F,2021-11-15,797.0
5  17 años,F,2021-11-15,1225.0
18  49 años,F,2021-11-15,23215.0
50  59 años,F,2021-11-15,12238.0
60  69 años,F,2021-11-15,12897.0
70  79 años,F,2021-11-15,10823.0
80 y más años,F,2021-11-15,9138.0
00  15 años,M,2021-11-19,
15  29 años,M,2021-11-19,
30  44 años,M,2021-11-19,
45  59 años,M,2021-11-19,
60  79 años,M,2021-11-19,
80 y más años,M,2021-11-19,
00  15 años,F,2021-11-19,
15  29 años,F,2021-11-19,
30  44 años,F,2021-11-19,
45  59 años,F,2021-11-19,
60  79 años,F,2021-11-19,
80 y más años,F,2021-11-19,
00  5 años,M,2021-11-19,931.0
5  17 años,M,2021-11-19,1144.0
18  49 años,M,2021-11-19,27769.0
50  59 años,M,2021-11-19,18874.0
60  69 años,M,2021-11-19,18438.0
70  79 años,M,2021-11-19,13676.0
80 y más años,M,2021-11-19,8402.0
00  5 años,F,2021-11-19,797.0
5  17 años,F,2021-11-19,1230.0
18  49 años,F,2021-11-19,23307.0
50  59 años,F,2021-11-19,12288.0
60  69 años,F,2021-11-19,12948.0
70  79 años,F,2021-11-19,10869.0
80 y más años,F,2021-11-19,9183.0
00  15 años,M,2021-11-22,
15  29 años,M,2021-11-22,
30  44 años,M,2021-11-22,
45  59 años,M,2021-11-22,
60  79 años,M,2021-11-22,
80 y más años,M,2021-11-22,
00  15 años,F,2021-11-22,
15  29 años,F,2021-11-22,
30  44 años,F,2021-11-22,
45  59 años,F,2021-11-22,
60  79 años,F,2021-11-22,
80 y más años,F,2021-11-22,
00  5 años,M,2021-11-22,932.0
5  17 años,M,2021-11-22,1144.0
18  49 años,M,2021-11-22,27822.0
50  59 años,M,2021-11-22,18919.0
60  69 años,M,2021-11-22,18463.0
70  79 años,M,2021-11-22,13717.0
80 y más años,M,2021-11-22,8431.0
00  5 años,F,2021-11-22,800.0
5  17 años,F,2021-11-22,1233.0
18  49 años,F,2021-11-22,23351.0
50  59 años,F,2021-11-22,12311.0
60  69 años,F,2021-11-22,12977.0
70  79 años,F,2021-11-22,10899.0
80 y más años,F,2021-11-22,9210.0
00  15 años,M,2021-11-26,
15  29 años,M,2021-11-26,
30  44 años,M,2021-11-26,
45  59 años,M,2021-11-26,
60  79 años,M,2021-11-26,
80 y más años,M,2021-11-26,
00  15 años,F,2021-11-26,
15  29 años,F,2021-11-26,
30  44 años,F,2021-11-26,
45  59 años,F,2021-11-26,
60  79 años,F,2021-11-26,
80 y más años,F,2021-11-26,
00  5 años,M,2021-11-26,939.0
5  17 años,M,2021-11-26,1155.0
18  49 años,M,2021-11-26,28170.0
50  59 años,M,2021-11-26,19127.0
60  69 años,M,2021-11-26,18685.0
70  79 años,M,2021-11-26,13911.0
80 y más años,M,2021-11-26,8546.0
00  5 años,F,2021-11-26,807.0
5  17 años,F,2021-11-26,1241.0
18  49 años,F,2021-11-26,23580.0
50  59 años,F,2021-11-26,12468.0
60  69 años,F,2021-11-26,13146.0
70  79 años,F,2021-11-26,11050.0
80 y más años,F,2021-11-26,9368.0
00  15 años,M,2021-11-29,
15  29 años,M,2021-11-29,
30  44 años,M,2021-11-29,
45  59 años,M,2021-11-29,
60  79 años,M,2021-11-29,
80 y más años,M,2021-11-29,
00  15 años,F,2021-11-29,
15  29 años,F,2021-11-29,
30  44 años,F,2021-11-29,
45  59 años,F,2021-11-29,
60  79 años,F,2021-11-29,
80 y más años,F,2021-11-29,
00  5 años,M,2021-11-29,944.0
5  17 años,M,2021-11-29,1161.0
18  49 años,M,2021-11-29,28195.0
50  59 años,M,2021-11-29,19146.0
60  69 años,M,2021-11-29,18708.0
70  79 años,M,2021-11-29,13924.0
80 y más años,M,2021-11-29,8554.0
00  5 años,F,2021-11-29,809.0
5  17 años,F,2021-11-29,1240.0
18  49 años,F,2021-11-29,23635.0
50  59 años,F,2021-11-29,12483.0
60  69 años,F,2021-11-29,13157.0
70  79 años,F,2021-11-29,11069.0
80 y más años,F,2021-11-29,9368.0
00  15 años,M,2021-12-03,
15  29 años,M,2021-12-03,
30  44 años,M,2021-12-03,
45  59 años,M,2021-12-03,
60  79 años,M,2021-12-03,
80 y más años,M,2021-12-03,
00  15 años,F,2021-12-03,
15  29 años,F,2021-12-03,
30  44 años,F,2021-12-03,
45  59 años,F,2021-12-03,
60  79 años,F,2021-12-03,
80 y más años,F,2021-12-03,
00  5 años,M,2021-12-03,953.0
5  17 años,M,2021-12-03,1164.0
18  49 años,M,2021-12-03,28228.0
50  59 años,M,2021-12-03,19188.0
60  69 años,M,2021-12-03,18749.0
70  79 años,M,2021-12-03,13951.0
80 y más años,M,2021-12-03,8586.0
00  5 años,F,2021-12-03,812.0
5  17 años,F,2021-12-03,1242.0
18  49 años,F,2021-12-03,23702.0
50  59 años,F,2021-12-03,12513.0
60  69 años,F,2021-12-03,13175.0
70  79 años,F,2021-12-03,11097.0
80 y más años,F,2021-12-03,9397.0
00  15 años,M,2021-12-06,
15  29 años,M,2021-12-06,
30  44 años,M,2021-12-06,
45  59 años,M,2021-12-06,
60  79 años,M,2021-12-06,
80 y más años,M,2021-12-06,
00  15 años,F,2021-12-06,
15  29 años,F,2021-12-06,
30  44 años,F,2021-12-06,
45  59 años,F,2021-12-06,
60  79 años,F,2021-12-06,
80 y más años,F,2021-12-06,
00  5 años,M,2021-12-06,956.0
5  17 años,M,2021-12-06,1164.0
18  49 años,M,2021-12-06,28255.0
50  59 años,M,2021-12-06,19195.0
60  69 años,M,2021-12-06,18773.0
70  79 años,M,2021-12-06,13962.0
80 y más años,M,2021-12-06,8599.0
00  5 años,F,2021-12-06,817.0
5  17 años,F,2021-12-06,1244.0
18  49 años,F,2021-12-06,23738.0
50  59 años,F,2021-12-06,12519.0
60  69 años,F,2021-12-06,13188.0
70  79 años,F,2021-12-06,11102.0
80 y más años,F,2021-12-06,9410.0
00  15 años,M,2021-12-10,
15  29 años,M,2021-12-10,
30  44 años,M,2021-12-10,
45  59 años,M,2021-12-10,
60  79 años,M,2021-12-10,
80 y más años,M,2021-12-10,
00  15 años,F,2021-12-10,
15  29 años,F,2021-12-10,
30  44 años,F,2021-12-10,
45  59 años,F,2021-12-10,
60  79 años,F,2021-12-10,
80 y más años,F,2021-12-10,
00  5 años,M,2021-12-10,958.0
5  17 años,M,2021-12-10,1164.0
18  49 años,M,2021-12-10,28305.0
50  59 años,M,2021-12-10,19232.0
60  69 años,M,2021-12-10,18812.0
70  79 años,M,2021-12-10,13998.0
80 y más años,M,2021-12-10,8625.0
00  5 años,F,2021-12-10,817.0
5  17 años,F,2021-12-10,1248.0
18  49 años,F,2021-12-10,23788.0
50  59 años,F,2021-12-10,12537.0
60  69 años,F,2021-12-10,13217.0
70  79 años,F,2021-12-10,11133.0
80 y más años,F,2021-12-10,9456.0
00  15 años,M,2021-12-13,
15  29 años,M,2021-12-13,
30  44 años,M,2021-12-13,
45  59 años,M,2021-12-13,
60  79 años,M,2021-12-13,
80 y más años,M,2021-12-13,
00  15 años,F,2021-12-13,
15  29 años,F,2021-12-13,
30  44 años,F,2021-12-13,
45  59 años,F,2021-12-13,
60  79 años,F,2021-12-13,
80 y más años,F,2021-12-13,
00  5 años,M,2021-12-13,963.0
5  17 años,M,2021-12-13,1167.0
18  49 años,M,2021-12-13,28333.0
50  59 años,M,2021-12-13,19246.0
60  69 años,M,2021-12-13,18838.0
70  79 años,M,2021-12-13,14014.0
80 y más años,M,2021-12-13,8640.0
00  5 años,F,2021-12-13,819.0
5  17 años,F,2021-12-13,1248.0
18  49 años,F,2021-12-13,23819.0
50  59 años,F,2021-12-13,12551.0
60  69 años,F,2021-12-13,13228.0
70  79 años,F,2021-12-13,11143.0
80 y más años,F,2021-12-13,9475.0
00  15 años,M,2021-12-17,
15  29 años,M,2021-12-17,
30  44 años,M,2021-12-17,
45  59 años,M,2021-12-17,
60  79 años,M,2021-12-17,
80 y más años,M,2021-12-17,
00  15 años,F,2021-12-17,
15  29 años,F,2021-12-17,
30  44 años,F,2021-12-17,
45  59 años,F,2021-12-17,
60  79 años,F,2021-12-17,
80 y más años,F,2021-12-17,
00  5 años,M,2021-12-17,964.0
5  17 años,M,2021-12-17,1170.0
18  49 años,M,2021-12-17,28365.0
50  59 años,M,2021-12-17,19264.0
60  69 años,M,2021-12-17,18866.0
70  79 años,M,2021-12-17,14049.0
80 y más años,M,2021-12-17,8661.0
00  5 años,F,2021-12-17,821.0
5  17 años,F,2021-12-17,1250.0
18  49 años,F,2021-12-17,23859.0
50  59 años,F,2021-12-17,12563.0
60  69 años,F,2021-12-17,13256.0
70  79 años,F,2021-12-17,11164.0
80 y más años,F,2021-12-17,9514.0
00  15 años,M,2021-12-20,
15  29 años,M,2021-12-20,
30  44 años,M,2021-12-20,
45  59 años,M,2021-12-20,
60  79 años,M,2021-12-20,
80 y más años,M,2021-12-20,
00  15 años,F,2021-12-20,
15  29 años,F,2021-12-20,
30  44 años,F,2021-12-20,
45  59 años,F,2021-12-20,
60  79 años,F,2021-12-20,
80 y más años,F,2021-12-20,
00  5 años,M,2021-12-20,965.0
5  17 años,M,2021-12-20,1171.0
18  49 años,M,2021-12-20,28389.0
50  59 años,M,2021-12-20,19279.0
60  69 años,M,2021-12-20,18882.0
70  79 años,M,2021-12-20,14057.0
80 y más años,M,2021-12-20,8664.0
00  5 años,F,2021-12-20,821.0
5  17 años,F,2021-12-20,1253.0
18  49 años,F,2021-12-20,23877.0
50  59 años,F,2021-12-20,12576.0
60  69 años,F,2021-12-20,13276.0
70  79 años,F,2021-12-20,11184.0
80 y más años,F,2021-12-20,9533.0
00  15 años,M,2021-12-24,
15  29 años,M,2021-12-24,
30  44 años,M,2021-12-24,
45  59 años,M,2021-12-24,
60  79 años,M,2021-12-24,
80 y más años,M,2021-12-24,
00  15 años,F,2021-12-24,
15  29 años,F,2021-12-24,
30  44 años,F,2021-12-24,
45  59 años,F,2021-12-24,
60  79 años,F,2021-12-24,
80 y más años,F,2021-12-24,
00  5 años,M,2021-12-24,971.0
5  17 años,M,2021-12-24,1174.0
18  49 años,M,2021-12-24,28429.0
50  59 años,M,2021-12-24,19321.0
60  69 años,M,2021-12-24,18906.0
70  79 años,M,2021-12-24,14091.0
80 y más años,M,2021-12-24,8688.0
00  5 años,F,2021-12-24,823.0
5  17 años,F,2021-12-24,1258.0
18  49 años,F,2021-12-24,23928.0
50  59 años,F,2021-12-24,12601.0
60  69 años,F,2021-12-24,13303.0
70  79 años,F,2021-12-24,11220.0
80 y más años,F,2021-12-24,9570.0
00  15 años,M,2021-12-27,
15  29 años,M,2021-12-27,
30  44 años,M,2021-12-27,
45  59 años,M,2021-12-27,
60  79 años,M,2021-12-27,
80 y más años,M,2021-12-27,
00  15 años,F,2021-12-27,
15  29 años,F,2021-12-27,
30  44 años,F,2021-12-27,
45  59 años,F,2021-12-27,
60  79 años,F,2021-12-27,
80 y más años,F,2021-12-27,
00  5 años,M,2021-12-27,974.0
5  17 años,M,2021-12-27,1176.0
18  49 años,M,2021-12-27,28450.0
50  59 años,M,2021-12-27,19340.0
60  69 años,M,2021-12-27,18926.0
70  79 años,M,2021-12-27,14112.0
80 y más años,M,2021-12-27,8699.0
00  5 años,F,2021-12-27,825.0
5  17 años,F,2021-12-27,1260.0
18  49 años,F,2021-12-27,23942.0
50  59 años,F,2021-12-27,12616.0
60  69 años,F,2021-12-27,13312.0
70  79 años,F,2021-12-27,11236.0
80 y más años,F,2021-12-27,9581.0
00  15 años,M,2021-12-31,
15  29 años,M,2021-12-31,
30  44 años,M,2021-12-31,
45  59 años,M,2021-12-31,
60  79 años,M,2021-12-31,
80 y más años,M,2021-12-31,
00  15 años,F,2021-12-31,
15  29 años,F,2021-12-31,
30  44 años,F,2021-12-31,
45  59 años,F,2021-12-31,
60  79 años,F,2021-12-31,
80 y más años,F,2021-12-31,
00  5 años,M,2021-12-31,976.0
5  17 años,M,2021-12-31,1179.0
18  49 años,M,2021-12-31,28486.0
50  59 años,M,2021-12-31,19356.0
60  69 años,M,2021-12-31,18958.0
70  79 años,M,2021-12-31,14142.0
80 y más años,M,2021-12-31,8714.0
00  5 años,F,2021-12-31,833.0
5  17 años,F,2021-12-31,1262.0
18  49 años,F,2021-12-31,23987.0
50  59 años,F,2021-12-31,12628.0
60  69 años,F,2021-12-31,13335.0
70  79 años,F,2021-12-31,11258.0
80 y más años,F,2021-12-31,9606.0
00  15 años,M,2022-01-03,
15  29 años,M,2022-01-03,
30  44 años,M,2022-01-03,
45  59 años,M,2022-01-03,
60  79 años,M,2022-01-03,
80 y más años,M,2022-01-03,
00  15 años,F,2022-01-03,
15  29 años,F,2022-01-03,
30  44 años,F,2022-01-03,
45  59 años,F,2022-01-03,
60  79 años,F,2022-01-03,
80 y más años,F,2022-01-03,
00  5 años,M,2022-01-03,979.0
5  17 años,M,2022-01-03,1180.0
18  49 años,M,2022-01-03,28506.0
50  59 años,M,2022-01-03,19371.0
60  69 años,M,2022-01-03,18974.0
70  79 años,M,2022-01-03,14156.0
80 y más años,M,2022-01-03,8727.0
00  5 años,F,2022-01-03,833.0
5  17 años,F,2022-01-03,1263.0
18  49 años,F,2022-01-03,24021.0
50  59 años,F,2022-01-03,12637.0
60  69 años,F,2022-01-03,13344.0
70  79 años,F,2022-01-03,11270.0
80 y más años,F,2022-01-03,9612.0
00  15 años,M,2022-01-07,
15  29 años,M,2022-01-07,
30  44 años,M,2022-01-07,
45  59 años,M,2022-01-07,
60  79 años,M,2022-01-07,
80 y más años,M,2022-01-07,
00  15 años,F,2022-01-07,
15  29 años,F,2022-01-07,
30  44 años,F,2022-01-07,
45  59 años,F,2022-01-07,
60  79 años,F,2022-01-07,
80 y más años,F,2022-01-07,
00  5 años,M,2022-01-07,985.0
5  17 años,M,2022-01-07,1183.0
18  49 años,M,2022-01-07,28550.0
50  59 años,M,2022-01-07,19399.0
60  69 años,M,2022-01-07,19008.0
70  79 años,M,2022-01-07,14188.0
80 y más años,M,2022-01-07,8754.0
00  5 años,F,2022-01-07,838.0
5  17 años,F,2022-01-07,1267.0
18  49 años,F,2022-01-07,24066.0
50  59 años,F,2022-01-07,12659.0
60  69 años,F,2022-01-07,13372.0
70  79 años,F,2022-01-07,11289.0
80 y más años,F,2022-01-07,9640.0
00  15 años,M,2022-01-10,
15  29 años,M,2022-01-10,
30  44 años,M,2022-01-10,
45  59 años,M,2022-01-10,
60  79 años,M,2022-01-10,
80 y más años,M,2022-01-10,
00  15 años,F,2022-01-10,
15  29 años,F,2022-01-10,
30  44 años,F,2022-01-10,
45  59 años,F,2022-01-10,
60  79 años,F,2022-01-10,
80 y más años,F,2022-01-10,
00  5 años,M,2022-01-10,988.0
5  17 años,M,2022-01-10,1186.0
18  49 años,M,2022-01-10,28572.0
50  59 años,M,2022-01-10,19416.0
60  69 años,M,2022-01-10,19020.0
70  79 años,M,2022-01-10,14197.0
80 y más años,M,2022-01-10,8769.0
00  5 años,F,2022-01-10,840.0
5  17 años,F,2022-01-10,1267.0
18  49 años,F,2022-01-10,24099.0
50  59 años,F,2022-01-10,12671.0
60  69 años,F,2022-01-10,13393.0
70  79 años,F,2022-01-10,11295.0
80 y más años,F,2022-01-10,9657.0
00  15 años,M,2022-01-14,
15  29 años,M,2022-01-14,
30  44 años,M,2022-01-14,
45  59 años,M,2022-01-14,
60  79 años,M,2022-01-14,
80 y más años,M,2022-01-14,
00  15 años,F,2022-01-14,
15  29 años,F,2022-01-14,
30  44 años,F,2022-01-14,
45  59 años,F,2022-01-14,
60  79 años,F,2022-01-14,
80 y más años,F,2022-01-14,
00  5 años,M,2022-01-14,999.0
5  17 años,M,2022-01-14,1190.0
18  49 años,M,2022-01-14,28602.0
50  59 años,M,2022-01-14,19450.0
60  69 años,M,2022-01-14,19059.0
70  79 años,M,2022-01-14,14234.0
80 y más años,M,2022-01-14,8793.0
00  5 años,F,2022-01-14,850.0
5  17 años,F,2022-01-14,1276.0
18  49 años,F,2022-01-14,24169.0
50  59 años,F,2022-01-14,12697.0
60  69 años,F,2022-01-14,13429.0
70  79 años,F,2022-01-14,11320.0
80 y más años,F,2022-01-14,9691.0
00  15 años,M,2022-01-17,
15  29 años,M,2022-01-17,
30  44 años,M,2022-01-17,
45  59 años,M,2022-01-17,
60  79 años,M,2022-01-17,
80 y más años,M,2022-01-17,
00  15 años,F,2022-01-17,
15  29 años,F,2022-01-17,
30  44 años,F,2022-01-17,
45  59 años,F,2022-01-17,
60  79 años,F,2022-01-17,
80 y más años,F,2022-01-17,
00  5 años,M,2022-01-17,1007.0
5  17 años,M,2022-01-17,1197.0
18  49 años,M,2022-01-17,28684.0
50  59 años,M,2022-01-17,19505.0
60  69 años,M,2022-01-17,19121.0
70  79 años,M,2022-01-17,14285.0
80 y más años,M,2022-01-17,8839.0
00  5 años,F,2022-01-17,855.0
5  17 años,F,2022-01-17,1286.0
18  49 años,F,2022-01-17,24295.0
50  59 años,F,2022-01-17,12739.0
60  69 años,F,2022-01-17,13482.0
70  79 años,F,2022-01-17,11370.0
80 y más años,F,2022-01-17,9750.0
00  15 años,M,2022-01-21,
15  29 años,M,2022-01-21,
30  44 años,M,2022-01-21,
45  59 años,M,2022-01-21,
60  79 años,M,2022-01-21,
80 y más años,M,2022-01-21,
00  15 años,F,2022-01-21,
15  29 años,F,2022-01-21,
30  44 años,F,2022-01-21,
45  59 años,F,2022-01-21,
60  79 años,F,2022-01-21,
80 y más años,F,2022-01-21,
00  5 años,M,2022-01-21,1028.0
5  17 años,M,2022-01-21,1213.0
18  49 años,M,2022-01-21,28761.0
50  59 años,M,2022-01-21,19549.0
60  69 años,M,2022-01-21,19173.0
70  79 años,M,2022-01-21,14328.0
80 y más años,M,2022-01-21,8872.0
00  5 años,F,2022-01-21,868.0
5  17 años,F,2022-01-21,1309.0
18  49 años,F,2022-01-21,24485.0
50  59 años,F,2022-01-21,12769.0
60  69 años,F,2022-01-21,13532.0
70  79 años,F,2022-01-21,11403.0
80 y más años,F,2022-01-21,9796.0
00  15 años,M,2022-01-24,
15  29 años,M,2022-01-24,
30  44 años,M,2022-01-24,
45  59 años,M,2022-01-24,
60  79 años,M,2022-01-24,
80 y más años,M,2022-01-24,
00  15 años,F,2022-01-24,
15  29 años,F,2022-01-24,
30  44 años,F,2022-01-24,
45  59 años,F,2022-01-24,
60  79 años,F,2022-01-24,
80 y más años,F,2022-01-24,
00  5 años,M,2022-01-24,1044.0
5  17 años,M,2022-01-24,1225.0
18  49 años,M,2022-01-24,28828.0
50  59 años,M,2022-01-24,19580.0
60  69 años,M,2022-01-24,19217.0
70  79 años,M,2022-01-24,14365.0
80 y más años,M,2022-01-24,8907.0
00  5 años,F,2022-01-24,880.0
5  17 años,F,2022-01-24,1327.0
18  49 años,F,2022-01-24,24636.0
50  59 años,F,2022-01-24,12792.0
60  69 años,F,2022-01-24,13549.0
70  79 años,F,2022-01-24,11426.0
80 y más años,F,2022-01-24,9845.0
00  15 años,M,2022-01-28,
15  29 años,M,2022-01-28,
30  44 años,M,2022-01-28,
45  59 años,M,2022-01-28,
60  79 años,M,2022-01-28,
80 y más años,M,2022-01-28,
00  15 años,F,2022-01-28,
15  29 años,F,2022-01-28,
30  44 años,F,2022-01-28,
45  59 años,F,2022-01-28,
60  79 años,F,2022-01-28,
80 y más años,F,2022-01-28,
00  5 años,M,2022-01-28,1092.0
5  17 años,M,2022-01-28,1254.0
18  49 años,M,2022-01-28,29017.0
50  59 años,M,2022-01-28,19659.0
60  69 años,M,2022-01-28,19325.0
70  79 años,M,2022-01-28,14506.0
80 y más años,M,2022-01-28,9028.0
00  5 años,F,2022-01-28,917.0
5  17 años,F,2022-01-28,1357.0
18  49 años,F,2022-01-28,24956.0
50  59 años,F,2022-01-28,12859.0
60  69 años,F,2022-01-28,13633.0
70  79 años,F,2022-01-28,11529.0
80 y más años,F,2022-01-28,9968.0
00  15 años,M,2022-01-31,
15  29 años,M,2022-01-31,
30  44 años,M,2022-01-31,
45  59 años,M,2022-01-31,
60  79 años,M,2022-01-31,
80 y más años,M,2022-01-31,
00  15 años,F,2022-01-31,
15  29 años,F,2022-01-31,
30  44 años,F,2022-01-31,
45  59 años,F,2022-01-31,
60  79 años,F,2022-01-31,
80 y más años,F,2022-01-31,
00  5 años,M,2022-01-31,1134.0
5  17 años,M,2022-01-31,1268.0
18  49 años,M,2022-01-31,29135.0
50  59 años,M,2022-01-31,19742.0
60  69 años,M,2022-01-31,19434.0
70  79 años,M,2022-01-31,14624.0
80 y más años,M,2022-01-31,9131.0
00  5 años,F,2022-01-31,947.0
5  17 años,F,2022-01-31,1386.0
18  49 años,F,2022-01-31,25220.0
50  59 años,F,2022-01-31,12911.0
60  69 años,F,2022-01-31,13702.0
70  79 años,F,2022-01-31,11610.0
80 y más años,F,2022-01-31,10056.0
00  15 años,M,2022-02-04,
15  29 años,M,2022-02-04,
30  44 años,M,2022-02-04,
45  59 años,M,2022-02-04,
60  79 años,M,2022-02-04,
80 y más años,M,2022-02-04,
00  15 años,F,2022-02-04,
15  29 años,F,2022-02-04,
30  44 años,F,2022-02-04,
45  59 años,F,2022-02-04,
60  79 años,F,2022-02-04,
80 y más años,F,2022-02-04,
00  5 años,M,2022-02-04,1210.0
5  17 años,M,2022-02-04,1310.0
18  49 años,M,2022-02-04,29363.0
50  59 años,M,2022-02-04,19884.0
60  69 años,M,2022-02-04,19645.0
70  79 años,M,2022-02-04,14822.0
80 y más años,M,2022-02-04,9306.0
00  5 años,F,2022-02-04,988.0
5  17 años,F,2022-02-04,1431.0
18  49 años,F,2022-02-04,25662.0
50  59 años,F,2022-02-04,13003.0
60  69 años,F,2022-02-04,13815.0
70  79 años,F,2022-02-04,11764.0
80 y más años,F,2022-02-04,10255.0
00  15 años,M,2022-02-07,
15  29 años,M,2022-02-07,
30  44 años,M,2022-02-07,
45  59 años,M,2022-02-07,
60  79 años,M,2022-02-07,
80 y más años,M,2022-02-07,
00  15 años,F,2022-02-07,
15  29 años,F,2022-02-07,
30  44 años,F,2022-02-07,
45  59 años,F,2022-02-07,
60  79 años,F,2022-02-07,
80 y más años,F,2022-02-07,
00  5 años,M,2022-02-07,1254.0
5  17 años,M,2022-02-07,1337.0
18  49 años,M,2022-02-07,29541.0
50  59 años,M,2022-02-07,19969.0
60  69 años,M,2022-02-07,19780.0
70  79 años,M,2022-02-07,14992.0
80 y más años,M,2022-02-07,9450.0
00  5 años,F,2022-02-07,1011.0
5  17 años,F,2022-02-07,1456.0
18  49 años,F,2022-02-07,25962.0
50  59 años,F,2022-02-07,13076.0
60  69 años,F,2022-02-07,13920.0
70  79 años,F,2022-02-07,11898.0
80 y más años,F,2022-02-07,10368.0
00  15 años,M,2022-02-11,
15  29 años,M,2022-02-11,
