year,week,age_group,cases_rate_flu,cases_rate_rsv,cases_rate_covid19
2016,44,ALL,0.07,0.01,NA
2016,44,00-04,0.21,0.24,NA
2016,44,05-09,0.03,0,NA
2016,44,10-14,0.08,0.03,NA
2016,44,15-19,0.05,0,NA
2016,44,20-24,0.04,0,NA
2016,44,25-29,0.04,0,NA
2016,44,30-34,0.06,0,NA
2016,44,35-39,0.1,0,NA
2016,44,40-44,0.04,0,NA
2016,44,45-49,0.03,0,NA
2016,44,50-54,0.06,0,NA
2016,44,55-59,0.1,0,NA
2016,44,60-64,0.09,0,NA
2016,44,65-69,0.02,0.02,NA
2016,44,70-74,0.05,0,NA
2016,44,75-79,0.14,0,NA
2016,44,80+,0.08,0,NA
2016,45,ALL,0.06,0.01,NA
2016,45,00-04,0.13,0.24,NA
2016,45,05-09,0.14,0.03,NA
2016,45,10-14,0.11,0,NA
2016,45,15-19,0.02,0,NA
2016,45,20-24,0.07,0,NA
2016,45,25-29,0.02,0,NA
2016,45,30-34,0.02,0,NA
2016,45,35-39,0.06,0,NA
2016,45,40-44,0.04,0,NA
2016,45,45-49,0.05,0,NA
2016,45,50-54,0.09,0,NA
2016,45,55-59,0.05,0,NA
2016,45,60-64,0.02,0,NA
2016,45,65-69,0.04,0,NA
2016,45,70-74,0.08,0,NA
2016,45,75-79,0.02,0,NA
2016,45,80+,0.06,0,NA
2016,46,ALL,0.12,0.02,NA
2016,46,00-04,0.24,0.45,NA
2016,46,05-09,0.25,0.03,NA
2016,46,10-14,0.16,0,NA
2016,46,15-19,0.29,0,NA
2016,46,20-24,0.11,0,NA
2016,46,25-29,0.07,0,NA
2016,46,30-34,0.06,0,NA
2016,46,35-39,0.06,0,NA
2016,46,40-44,0.08,0,NA
2016,46,45-49,0.14,0,NA
2016,46,50-54,0.06,0,NA
2016,46,55-59,0.18,0,NA
2016,46,60-64,0.09,0,NA
2016,46,65-69,0.15,0,NA
2016,46,70-74,0.03,0,NA
2016,46,75-79,0.07,0,NA
2016,46,80+,0.1,0,NA
2016,47,ALL,0.19,0.05,NA
2016,47,00-04,0.56,1.01,NA
2016,47,05-09,0.44,0,NA
2016,47,10-14,0.38,0.03,NA
2016,47,15-19,0.29,0,NA
2016,47,20-24,0.13,0,NA
2016,47,25-29,0.13,0,NA
2016,47,30-34,0.11,0,NA
2016,47,35-39,0.2,0,NA
2016,47,40-44,0.15,0,NA
2016,47,45-49,0.08,0,NA
2016,47,50-54,0.09,0,NA
2016,47,55-59,0.16,0,NA
2016,47,60-64,0.11,0,NA
2016,47,65-69,0.2,0,NA
2016,47,70-74,0.16,0,NA
2016,47,75-79,0.16,0,NA
2016,47,80+,0.16,0,NA
2016,48,ALL,0.23,0.1,NA
2016,48,00-04,0.67,2.21,NA
2016,48,05-09,0.47,0.03,NA
2016,48,10-14,0.6,0,NA
2016,48,15-19,0.36,0,NA
2016,48,20-24,0.13,0,NA
2016,48,25-29,0.15,0,NA
2016,48,30-34,0.08,0,NA
2016,48,35-39,0.24,0.02,NA
2016,48,40-44,0.17,0,NA
2016,48,45-49,0.21,0,NA
2016,48,50-54,0.14,0,NA
2016,48,55-59,0.13,0,NA
2016,48,60-64,0.17,0,NA
2016,48,65-69,0.24,0,NA
2016,48,70-74,0.16,0,NA
2016,48,75-79,0.09,0,NA
2016,48,80+,0.28,0.02,NA
2016,49,ALL,0.43,0.13,NA
2016,49,00-04,1.28,2.58,NA
2016,49,05-09,1,0.11,NA
2016,49,10-14,1.66,0,NA
2016,49,15-19,0.86,0.02,NA
2016,49,20-24,0.31,0,NA
2016,49,25-29,0.26,0,NA
2016,49,30-34,0.27,0,NA
2016,49,35-39,0.14,0,NA
2016,49,40-44,0.27,0,NA
2016,49,45-49,0.21,0,NA
2016,49,50-54,0.29,0.01,NA
2016,49,55-59,0.35,0.02,NA
2016,49,60-64,0.17,0,NA
2016,49,65-69,0.18,0,NA
2016,49,70-74,0.47,0,NA
2016,49,75-79,0.23,0.05,NA
2016,49,80+,0.32,0,NA
2016,50,ALL,1.02,0.22,NA
2016,50,00-04,3.3,4.42,NA
2016,50,05-09,2.38,0.25,NA
2016,50,10-14,2.85,0.11,NA
2016,50,15-19,2.3,0,NA
2016,50,20-24,0.63,0,NA
2016,50,25-29,0.58,0,NA
2016,50,30-34,0.44,0,NA
2016,50,35-39,0.55,0.02,NA
2016,50,40-44,0.83,0,NA
2016,50,45-49,0.56,0,NA
2016,50,50-54,0.74,0.03,NA
2016,50,55-59,0.74,0.02,NA
2016,50,60-64,0.59,0.02,NA
2016,50,65-69,0.53,0,NA
2016,50,70-74,0.47,0.03,NA
2016,50,75-79,0.67,0,NA
2016,50,80+,0.95,0,NA
2016,51,ALL,1.69,0.26,NA
2016,51,00-04,3.54,5.19,NA
2016,51,05-09,3.51,0.19,NA
2016,51,10-14,4.05,0.08,NA
2016,51,15-19,3.28,0.05,NA
2016,51,20-24,0.85,0,NA
2016,51,25-29,0.82,0,NA
2016,51,30-34,0.94,0,NA
2016,51,35-39,1.11,0.02,NA
2016,51,40-44,1.14,0,NA
2016,51,45-49,1.25,0,NA
2016,51,50-54,1.16,0,NA
2016,51,55-59,1.54,0,NA
2016,51,60-64,1.25,0,NA
2016,51,65-69,1.4,0.07,NA
2016,51,70-74,1.81,0,NA
2016,51,75-79,1.29,0.02,NA
2016,51,80+,1.98,0.02,NA
2016,52,ALL,2.06,0.2,NA
2016,52,00-04,3.49,4.15,NA
2016,52,05-09,2.85,0.11,NA
2016,52,10-14,3.56,0,NA
2016,52,15-19,2.51,0.02,NA
2016,52,20-24,1.05,0,NA
2016,52,25-29,1.02,0,NA
2016,52,30-34,1.05,0.02,NA
2016,52,35-39,1.19,0,NA
2016,52,40-44,1.58,0,NA
2016,52,45-49,1.33,0,NA
2016,52,50-54,1.56,0,NA
2016,52,55-59,1.78,0,NA
2016,52,60-64,1.67,0,NA
2016,52,65-69,2.04,0,NA
2016,52,70-74,2.27,0.03,NA
2016,52,75-79,2.32,0,NA
2016,52,80+,5.2,0.02,NA
2017,1,ALL,2.41,0.25,NA
2017,1,00-04,4.48,4.32,NA
2017,1,05-09,2.47,0.14,NA
2017,1,10-14,1.82,0.19,NA
2017,1,15-19,2.11,0,NA
2017,1,20-24,1.87,0.02,NA
2017,1,25-29,1.47,0.02,NA
2017,1,30-34,1.6,0,NA
2017,1,35-39,1.78,0.02,NA
2017,1,40-44,1.98,0,NA
2017,1,45-49,2.27,0.05,NA
2017,1,50-54,2.21,0.01,NA
2017,1,55-59,2.17,0.03,NA
2017,1,60-64,2.12,0.04,NA
2017,1,65-69,2.14,0.11,NA
2017,1,70-74,3.04,0.03,NA
2017,1,75-79,3.42,0.17,NA
2017,1,80+,4.83,0.1,NA
2017,2,ALL,4.36,0.26,NA
2017,2,00-04,7.31,4.45,NA
2017,2,05-09,5.93,0.36,NA
2017,2,10-14,5.56,0.19,NA
2017,2,15-19,5.22,0.02,NA
2017,2,20-24,3.3,0.02,NA
2017,2,25-29,2.69,0.02,NA
2017,2,30-34,2.75,0.02,NA
2017,2,35-39,2.74,0.02,NA
2017,2,40-44,3.29,0.02,NA
2017,2,45-49,3.7,0.02,NA
2017,2,50-54,3.5,0.01,NA
2017,2,55-59,3.85,0.03,NA
2017,2,60-64,4.16,0.02,NA
2017,2,65-69,3.41,0.04,NA
2017,2,70-74,4.01,0.03,NA
2017,2,75-79,5.29,0.07,NA
2017,2,80+,9.56,0.12,NA
2017,3,ALL,7.24,0.31,NA
2017,3,00-04,16.65,5.33,NA
2017,3,05-09,15.64,0.47,NA
2017,3,10-14,13.65,0.11,NA
2017,3,15-19,10.8,0.17,NA
2017,3,20-24,4.26,0,NA
2017,3,25-29,3.62,0.02,NA
2017,3,30-34,4.32,0.02,NA
2017,3,35-39,4.56,0,NA
2017,3,40-44,5.08,0.02,NA
2017,3,45-49,6.2,0.02,NA
2017,3,50-54,5.88,0.03,NA
2017,3,55-59,5.76,0.06,NA
2017,3,60-64,5.11,0.02,NA
2017,3,65-69,4.6,0.04,NA
2017,3,70-74,5.61,0.03,NA
2017,3,75-79,7.5,0.07,NA
2017,3,80+,11.41,0.12,NA
2017,4,ALL,12.17,0.33,NA
2017,4,00-04,24.41,5.62,NA
2017,4,05-09,25.5,0.3,NA
2017,4,10-14,27.93,0.35,NA
2017,4,15-19,18.28,0.24,NA
2017,4,20-24,7.23,0.02,NA
2017,4,25-29,5.99,0.02,NA
2017,4,30-34,7.9,0.08,NA
2017,4,35-39,8.44,0.02,NA
2017,4,40-44,9.35,0.06,NA
2017,4,45-49,9.66,0.02,NA
2017,4,50-54,10.46,0.03,NA
2017,4,55-59,11.31,0.03,NA
2017,4,60-64,8.72,0.04,NA
2017,4,65-69,6.98,0.04,NA
2017,4,70-74,8.41,0,NA
2017,4,75-79,10.9,0.09,NA
2017,4,80+,17.19,0.08,NA
2017,5,ALL,17.31,0.35,NA
2017,5,00-04,30.6,5.33,NA
2017,5,05-09,30.9,0.52,NA
2017,5,10-14,33.99,0.57,NA
2017,5,15-19,25.7,0.12,NA
2017,5,20-24,9.36,0,NA
2017,5,25-29,9.87,0.02,NA
2017,5,30-34,11.22,0.06,NA
2017,5,35-39,12.65,0.04,NA
2017,5,40-44,13.02,0.06,NA
2017,5,45-49,15.42,0.05,NA
2017,5,50-54,15.25,0.07,NA
2017,5,55-59,15.24,0.09,NA
2017,5,60-64,14.55,0.06,NA
2017,5,65-69,11.79,0.08,NA
2017,5,70-74,15.07,0.08,NA
2017,5,75-79,17.06,0,NA
2017,5,80+,25.96,0.06,NA
2017,6,ALL,20.12,0.41,NA
2017,6,00-04,38.04,6.01,NA
2017,6,05-09,30.14,0.71,NA
2017,6,10-14,29.15,0.19,NA
2017,6,15-19,22,0.27,NA
2017,6,20-24,11.75,0.02,NA
2017,6,25-29,12.68,0.08,NA
2017,6,30-34,14.03,0.04,NA
2017,6,35-39,15.95,0.06,NA
2017,6,40-44,16.21,0.08,NA
2017,6,45-49,18.19,0.07,NA
2017,6,50-54,17.69,0.11,NA
2017,6,55-59,19.19,0.11,NA
2017,6,60-64,16.73,0.11,NA
2017,6,65-69,14.74,0.06,NA
2017,6,70-74,19.56,0.14,NA
2017,6,75-79,24.3,0.21,NA
2017,6,80+,32.55,0.21,NA
2017,7,ALL,17.9,0.28,NA
2017,7,00-04,39.11,4.06,NA
2017,7,05-09,25.2,0.19,NA
2017,7,10-14,18.87,0.24,NA
2017,7,15-19,17.27,0.17,NA
2017,7,20-24,10.05,0,NA
2017,7,25-29,11.25,0.06,NA
2017,7,30-34,12.67,0.02,NA
2017,7,35-39,13.83,0.06,NA
2017,7,40-44,14.04,0.02,NA
2017,7,45-49,16.02,0.03,NA
2017,7,50-54,16.25,0.04,NA
2017,7,55-59,18.72,0.08,NA
2017,7,60-64,17.32,0.06,NA
2017,7,65-69,13.78,0.15,NA
2017,7,70-74,17.59,0.14,NA
2017,7,75-79,19.82,0.09,NA
2017,7,80+,29.84,0.23,NA
2017,8,ALL,14.48,0.21,NA
2017,8,00-04,27.84,2.71,NA
2017,8,05-09,18.61,0.19,NA
2017,8,10-14,14.5,0.05,NA
2017,8,15-19,12.13,0.05,NA
2017,8,20-24,6.97,0.07,NA
2017,8,25-29,8.78,0.04,NA
2017,8,30-34,10.3,0.02,NA
2017,8,35-39,10.99,0,NA
2017,8,40-44,11.1,0.08,NA
2017,8,45-49,11.77,0.02,NA
2017,8,50-54,13.73,0.09,NA
2017,8,55-59,15.15,0.06,NA
2017,8,60-64,13.98,0.09,NA
2017,8,65-69,11.45,0.17,NA
2017,8,70-74,14.36,0.06,NA
2017,8,75-79,18.62,0.19,NA
2017,8,80+,30.11,0.27,NA
2017,9,ALL,7.47,0.16,NA
2017,9,00-04,15.22,1.8,NA
2017,9,05-09,12.08,0.27,NA
2017,9,10-14,7.03,0.22,NA
2017,9,15-19,6.1,0.07,NA
2017,9,20-24,3.02,0.04,NA
2017,9,25-29,3.94,0.04,NA
2017,9,30-34,5.15,0,NA
2017,9,35-39,5.29,0.08,NA
2017,9,40-44,5.5,0,NA
2017,9,45-49,6.3,0.02,NA
2017,9,50-54,7.15,0.03,NA
2017,9,55-59,7.24,0.03,NA
2017,9,60-64,7.23,0.02,NA
2017,9,65-69,6.45,0.15,NA
2017,9,70-74,7.3,0.06,NA
2017,9,75-79,10.5,0.19,NA
2017,9,80+,14.61,0.16,NA
2017,10,ALL,4.1,0.11,NA
2017,10,00-04,8.33,1.64,NA
2017,10,05-09,6.18,0.03,NA
2017,10,10-14,4.86,0.11,NA
2017,10,15-19,3.33,0.02,NA
2017,10,20-24,2.08,0,NA
2017,10,25-29,2.58,0,NA
2017,10,30-34,2.64,0.02,NA
2017,10,35-39,3.01,0,NA
2017,10,40-44,3.02,0,NA
2017,10,45-49,3.68,0.02,NA
2017,10,50-54,3.87,0.01,NA
2017,10,55-59,4.35,0.05,NA
2017,10,60-64,3.98,0.06,NA
2017,10,65-69,3.48,0.06,NA
2017,10,70-74,3.98,0.03,NA
2017,10,75-79,4.72,0.07,NA
2017,10,80+,7.18,0.08,NA
2017,11,ALL,2.07,0.06,NA
2017,11,00-04,3.43,0.78,NA
2017,11,05-09,3.43,0.03,NA
2017,11,10-14,2.12,0.05,NA
2017,11,15-19,1.89,0.02,NA
2017,11,20-24,1.06,0,NA
2017,11,25-29,1,0,NA
2017,11,30-34,1.47,0.02,NA
2017,11,35-39,1.53,0,NA
2017,11,40-44,1.94,0,NA
2017,11,45-49,1.83,0.02,NA
2017,11,50-54,2.01,0.03,NA
2017,11,55-59,2.04,0.03,NA
2017,11,60-64,2.17,0,NA
2017,11,65-69,1.91,0.04,NA
2017,11,70-74,1.96,0.06,NA
2017,11,75-79,2.69,0.07,NA
2017,11,80+,3.49,0.12,NA
2017,12,ALL,1.28,0.02,NA
2017,12,00-04,2.47,0.39,NA
2017,12,05-09,2.44,0,NA
2017,12,10-14,1.6,0.03,NA
2017,12,15-19,1,0,NA
2017,12,20-24,0.48,0,NA
2017,12,25-29,0.79,0,NA
2017,12,30-34,0.89,0,NA
2017,12,35-39,0.79,0.02,NA
2017,12,40-44,1.04,0,NA
2017,12,45-49,1.07,0,NA
2017,12,50-54,1.13,0,NA
2017,12,55-59,1.3,0,NA
2017,12,60-64,1.17,0,NA
2017,12,65-69,1.06,0,NA
2017,12,70-74,1.41,0,NA
2017,12,75-79,1.42,0.02,NA
2017,12,80+,2.35,0.02,NA
2017,13,ALL,0.76,0.03,NA
2017,13,00-04,1.98,0.42,NA
2017,13,05-09,1.26,0.05,NA
2017,13,10-14,1.03,0,NA
2017,13,15-19,0.51,0,NA
2017,13,20-24,0.17,0,NA
2017,13,25-29,0.24,0,NA
2017,13,30-34,0.57,0,NA
2017,13,35-39,0.6,0,NA
2017,13,40-44,0.85,0,NA
2017,13,45-49,0.72,0,NA
2017,13,50-54,0.75,0.01,NA
2017,13,55-59,0.73,0,NA
2017,13,60-64,0.97,0.02,NA
2017,13,65-69,0.68,0,NA
2017,13,70-74,0.55,0.03,NA
2017,13,75-79,0.8,0.02,NA
2017,13,80+,0.93,0,NA
2017,14,ALL,0.48,0.02,NA
2017,14,00-04,1.22,0.31,NA
2017,14,05-09,1.4,0,NA
2017,14,10-14,0.84,0,NA
2017,14,15-19,0.44,0,NA
2017,14,20-24,0.13,0,NA
2017,14,25-29,0.15,0,NA
2017,14,30-34,0.3,0.02,NA
2017,14,35-39,0.25,0,NA
2017,14,40-44,0.33,0,NA
2017,14,45-49,0.27,0,NA
2017,14,50-54,0.44,0,NA
2017,14,55-59,0.42,0,NA
2017,14,60-64,0.39,0,NA
2017,14,65-69,0.4,0,NA
2017,14,70-74,0.33,0,NA
2017,14,75-79,0.52,0,NA
2017,14,80+,0.81,0.04,NA
2017,15,ALL,0.2,0,NA
2017,15,00-04,0.47,0.13,NA
2017,15,05-09,0.55,0,NA
2017,15,10-14,0.19,0.03,NA
2017,15,15-19,0.34,0,NA
2017,15,20-24,0.09,0,NA
2017,15,25-29,0.08,0,NA
2017,15,30-34,0.15,0.02,NA
2017,15,35-39,0.1,0,NA
2017,15,40-44,0.1,0,NA
2017,15,45-49,0.15,0,NA
2017,15,50-54,0.21,0,NA
2017,15,55-59,0.16,0,NA
2017,15,60-64,0.2,0,NA
2017,15,65-69,0.13,0,NA
2017,15,70-74,0.17,0,NA
2017,15,75-79,0.19,0,NA
2017,15,80+,0.25,0,NA
2017,16,ALL,0.12,0,NA
2017,16,00-04,0.18,0.08,NA
2017,16,05-09,0.08,0,NA
2017,16,10-14,0.19,0,NA
2017,16,15-19,0.05,0,NA
2017,16,20-24,0.07,0,NA
2017,16,25-29,0.04,0,NA
2017,16,30-34,0.04,0,NA
2017,16,35-39,0.1,0,NA
2017,16,40-44,0.04,0,NA
2017,16,45-49,0.1,0,NA
2017,16,50-54,0.1,0,NA
2017,16,55-59,0.14,0,NA
2017,16,60-64,0.11,0,NA
2017,16,65-69,0.13,0,NA
2017,16,70-74,0.3,0,NA
2017,16,75-79,0.24,0,NA
2017,16,80+,0.19,0,NA
2017,17,ALL,0.15,0,NA
2017,17,00-04,0.29,0.05,NA
2017,17,05-09,0.33,0,NA
2017,17,10-14,0.57,0,NA
2017,17,15-19,0.1,0,NA
2017,17,20-24,0.07,0,NA
2017,17,25-29,0.06,0,NA
2017,17,30-34,0.11,0,NA
2017,17,35-39,0.15,0,NA
2017,17,40-44,0.21,0,NA
2017,17,45-49,0.07,0,NA
2017,17,50-54,0.1,0,NA
2017,17,55-59,0.09,0,NA
2017,17,60-64,0.11,0,NA
2017,17,65-69,0.15,0,NA
2017,17,70-74,0.06,0,NA
2017,17,75-79,0.17,0,NA
2017,17,80+,0.19,0,NA
2017,18,ALL,0.12,0,NA
2017,18,00-04,0.31,0.13,NA
2017,18,05-09,0.38,0,NA
2017,18,10-14,0.11,0,NA
2017,18,15-19,0.17,0,NA
2017,18,20-24,0.07,0,NA
2017,18,25-29,0.02,0,NA
2017,18,30-34,0.06,0,NA
2017,18,35-39,0.06,0,NA
2017,18,40-44,0.02,0,NA
2017,18,45-49,0.12,0,NA
2017,18,50-54,0.11,0,NA
2017,18,55-59,0.16,0,NA
2017,18,60-64,0.09,0,NA
2017,18,65-69,0.13,0,NA
2017,18,70-74,0.08,0,NA
2017,18,75-79,0.07,0,NA
2017,18,80+,0.23,0,NA
2017,19,ALL,0.13,0,NA
2017,19,00-04,0.49,0.13,NA
2017,19,05-09,0.16,0,NA
2017,19,10-14,0.27,0,NA
2017,19,15-19,0.12,0,NA
2017,19,20-24,0.04,0,NA
2017,19,25-29,0.04,0,NA
2017,19,30-34,0.08,0,NA
2017,19,35-39,0.15,0,NA
2017,19,40-44,0.04,0,NA
2017,19,45-49,0.07,0,NA
2017,19,50-54,0.1,0,NA
2017,19,55-59,0.09,0,NA
2017,19,60-64,0.13,0,NA
2017,19,65-69,0.13,0,NA
2017,19,70-74,0.08,0,NA
2017,19,75-79,0.19,0,NA
2017,19,80+,0.17,0,NA
2017,20,ALL,0.09,0,NA
2017,20,00-04,0.18,0.08,NA
2017,20,05-09,0.19,0,NA
2017,20,10-14,0.14,0,NA
2017,20,15-19,0.1,0,NA
2017,20,20-24,0.02,0,NA
2017,20,25-29,0.04,0,NA
2017,20,30-34,0.08,0,NA
2017,20,35-39,0.02,0,NA
2017,20,40-44,0.06,0,NA
2017,20,45-49,0.13,0,NA
2017,20,50-54,0.04,0,NA
2017,20,55-59,0.09,0,NA
2017,20,60-64,0.09,0,NA
2017,20,65-69,0.08,0,NA
2017,20,70-74,0.11,0,NA
2017,20,75-79,0.12,0,NA
2017,20,80+,0.08,0,NA
2017,21,ALL,0.04,0,NA
2017,21,00-04,0.16,0,NA
2017,21,05-09,0.16,0,NA
2017,21,10-14,0.03,0,NA
2017,21,15-19,0.05,0.02,NA
2017,21,20-24,0,0,NA
2017,21,25-29,0,0,NA
2017,21,30-34,0.02,0,NA
2017,21,35-39,0.02,0,NA
2017,21,40-44,0.02,0,NA
2017,21,45-49,0.05,0,NA
2017,21,50-54,0.03,0,NA
2017,21,55-59,0.03,0,NA
2017,21,60-64,0.04,0,NA
2017,21,65-69,0,0,NA
2017,21,70-74,0,0,NA
2017,21,75-79,0.05,0,NA
2017,21,80+,0.06,0,NA
2017,22,ALL,0.04,0,NA
2017,22,00-04,0.1,0.03,NA
2017,22,05-09,0.08,0,NA
2017,22,10-14,0.03,0,NA
2017,22,15-19,0.05,0,NA
2017,22,20-24,0.04,0,NA
2017,22,25-29,0.04,0,NA
2017,22,30-34,0.08,0,NA
2017,22,35-39,0.06,0,NA
2017,22,40-44,0,0,NA
2017,22,45-49,0,0,NA
2017,22,50-54,0.04,0,NA
2017,22,55-59,0.03,0,NA
2017,22,60-64,0.02,0.02,NA
2017,22,65-69,0.04,0,NA
2017,22,70-74,0,0,NA
2017,22,75-79,0.05,0,NA
2017,22,80+,0.12,0,NA
2017,23,ALL,0.02,0,NA
2017,23,00-04,0.08,0,NA
2017,23,05-09,0.03,0,NA
2017,23,10-14,0.03,0,NA
2017,23,15-19,0,0,NA
2017,23,20-24,0,0,NA
2017,23,25-29,0,0,NA
2017,23,30-34,0.04,0,NA
2017,23,35-39,0.02,0,NA
2017,23,40-44,0,0,NA
2017,23,45-49,0.02,0,NA
2017,23,50-54,0,0,NA
2017,23,55-59,0.03,0,NA
2017,23,60-64,0,0,NA
2017,23,65-69,0.02,0,NA
2017,23,70-74,0.06,0,NA
2017,23,75-79,0.02,0,NA
2017,23,80+,0.02,0,NA
2017,24,ALL,0.02,0,NA
2017,24,00-04,0,0,NA
2017,24,05-09,0,0.03,NA
2017,24,10-14,0.03,0,NA
2017,24,15-19,0.02,0,NA
2017,24,20-24,0,0,NA
2017,24,25-29,0.02,0,NA
2017,24,30-34,0.08,0,NA
2017,24,35-39,0,0,NA
2017,24,40-44,0.04,0,NA
2017,24,45-49,0.02,0,NA
2017,24,50-54,0,0,NA
2017,24,55-59,0,0,NA
2017,24,60-64,0.04,0,NA
2017,24,65-69,0,0,NA
2017,24,70-74,0,0,NA
2017,24,75-79,0.02,0,NA
2017,24,80+,0,0,NA
2017,25,ALL,0.02,0,NA
2017,25,00-04,0.03,0,NA
2017,25,05-09,0.08,0,NA
2017,25,10-14,0,0,NA
2017,25,15-19,0,0,NA
2017,25,20-24,0.02,0,NA
2017,25,25-29,0.02,0,NA
2017,25,30-34,0,0,NA
2017,25,35-39,0,0,NA
2017,25,40-44,0,0,NA
2017,25,45-49,0.02,0,NA
2017,25,50-54,0.01,0,NA
2017,25,55-59,0.06,0,NA
2017,25,60-64,0.04,0,NA
2017,25,65-69,0,0,NA
2017,25,70-74,0,0,NA
2017,25,75-79,0.05,0,NA
2017,25,80+,0.04,0,NA
2017,26,ALL,0.01,0,NA
2017,26,00-04,0.03,0.03,NA
2017,26,05-09,0,0,NA
2017,26,10-14,0,0,NA
2017,26,15-19,0,0,NA
2017,26,20-24,0,0,NA
2017,26,25-29,0,0,NA
2017,26,30-34,0.04,0,NA
2017,26,35-39,0,0,NA
2017,26,40-44,0,0,NA
2017,26,45-49,0,0,NA
2017,26,50-54,0.01,0,NA
2017,26,55-59,0.03,0,NA
2017,26,60-64,0,0,NA
2017,26,65-69,0.04,0,NA
2017,26,70-74,0,0,NA
2017,26,75-79,0.05,0,NA
2017,26,80+,0,0,NA
2017,27,ALL,0,0,NA
2017,27,00-04,0.03,0,NA
2017,27,05-09,0,0,NA
2017,27,10-14,0,0,NA
2017,27,15-19,0.05,0,NA
2017,27,20-24,0,0,NA
2017,27,25-29,0,0,NA
2017,27,30-34,0.02,0,NA
2017,27,35-39,0,0,NA
2017,27,40-44,0.02,0,NA
2017,27,45-49,0,0,NA
2017,27,50-54,0,0,NA
2017,27,55-59,0,0,NA
2017,27,60-64,0,0,NA
2017,27,65-69,0,0,NA
2017,27,70-74,0.06,0,NA
2017,27,75-79,0,0,NA
2017,27,80+,0,0,NA
2017,28,ALL,0,0,NA
2017,28,00-04,0.05,0,NA
2017,28,05-09,0,0,NA
2017,28,10-14,0,0,NA
2017,28,15-19,0,0,NA
2017,28,20-24,0,0,NA
2017,28,25-29,0.02,0,NA
2017,28,30-34,0.02,0,NA
2017,28,35-39,0.02,0,NA
2017,28,40-44,0,0,NA
2017,28,45-49,0,0,NA
2017,28,50-54,0,0,NA
2017,28,55-59,0,0,NA
2017,28,60-64,0.04,0,NA
2017,28,65-69,0.02,0,NA
2017,28,70-74,0,0,NA
2017,28,75-79,0,0,NA
2017,28,80+,0,0,NA
2017,29,ALL,0,0,NA
2017,29,00-04,0,0,NA
2017,29,05-09,0,0,NA
2017,29,10-14,0,0,NA
2017,29,15-19,0,0,NA
2017,29,20-24,0,0,NA
2017,29,25-29,0,0,NA
2017,29,30-34,0.02,0,NA
2017,29,35-39,0,0,NA
2017,29,40-44,0,0,NA
2017,29,45-49,0,0,NA
2017,29,50-54,0,0,NA
2017,29,55-59,0,0,NA
2017,29,60-64,0,0,NA
2017,29,65-69,0,0,NA
2017,29,70-74,0,0,NA
2017,29,75-79,0.02,0,NA
2017,29,80+,0,0,NA
2017,30,ALL,0.02,0,NA
2017,30,00-04,0.05,0,NA
2017,30,05-09,0,0,NA
2017,30,10-14,0,0,NA
2017,30,15-19,0,0,NA
2017,30,20-24,0,0,NA
2017,30,25-29,0.02,0,NA
2017,30,30-34,0.04,0,NA
2017,30,35-39,0,0,NA
2017,30,40-44,0.04,0,NA
2017,30,45-49,0.02,0,NA
2017,30,50-54,0,0,NA
2017,30,55-59,0.03,0,NA
2017,30,60-64,0,0,NA
2017,30,65-69,0.04,0,NA
2017,30,70-74,0,0,NA
2017,30,75-79,0,0,NA
2017,30,80+,0,0,NA
2017,31,ALL,0.01,0,NA
2017,31,00-04,0.05,0.05,NA
2017,31,05-09,0,0,NA
2017,31,10-14,0,0,NA
2017,31,15-19,0,0,NA
2017,31,20-24,0.04,0,NA
2017,31,25-29,0,0,NA
2017,31,30-34,0.06,0,NA
2017,31,35-39,0,0,NA
2017,31,40-44,0,0,NA
2017,31,45-49,0,0,NA
2017,31,50-54,0.01,0,NA
2017,31,55-59,0.02,0,NA
2017,31,60-64,0.02,0,NA
2017,31,65-69,0.02,0,NA
2017,31,70-74,0.03,0,NA
2017,31,75-79,0,0,NA
2017,31,80+,0,0,NA
2017,32,ALL,0.01,0,NA
2017,32,00-04,0.05,0,NA
2017,32,05-09,0,0.03,NA
2017,32,10-14,0.05,0,NA
2017,32,15-19,0,0,NA
2017,32,20-24,0,0,NA
2017,32,25-29,0.02,0,NA
2017,32,30-34,0,0,NA
2017,32,35-39,0.02,0,NA
2017,32,40-44,0,0,NA
2017,32,45-49,0,0,NA
2017,32,50-54,0.01,0.01,NA
2017,32,55-59,0,0,NA
2017,32,60-64,0,0,NA
2017,32,65-69,0.02,0,NA
2017,32,70-74,0,0,NA
2017,32,75-79,0,0,NA
2017,32,80+,0.02,0,NA
2017,33,ALL,0,0,NA
2017,33,00-04,0,0,NA
2017,33,05-09,0,0.03,NA
2017,33,10-14,0,0,NA
2017,33,15-19,0,0,NA
2017,33,20-24,0,0,NA
2017,33,25-29,0,0,NA
2017,33,30-34,0,0,NA
2017,33,35-39,0,0,NA
2017,33,40-44,0,0,NA
2017,33,45-49,0,0,NA
2017,33,50-54,0,0,NA
2017,33,55-59,0,0,NA
2017,33,60-64,0,0,NA
2017,33,65-69,0.02,0,NA
2017,33,70-74,0,0,NA
2017,33,75-79,0,0,NA
2017,33,80+,0.02,0,NA
2017,34,ALL,0,0,NA
2017,34,00-04,0,0,NA
2017,34,05-09,0,0,NA
2017,34,10-14,0.03,0,NA
2017,34,15-19,0,0,NA
2017,34,20-24,0,0.02,NA
2017,34,25-29,0,0,NA
2017,34,30-34,0,0,NA
